,Location,ad_id,ad_link,energy_label,lat,local_area_name,lon,property_type_description,size_from,type,byggear_cat,ownership_cat,"lat,lon"
3437,"Høvringevikvegen 57, Mosterhamn",260391071,https://www.finn.no/realestate/homes/ad.html?finnkode=260391071,3,59.7371,Høvringevika,5.3225,Enebolig,120.0,realestate,4,1,"59.7371,5.3225"
3438,"Gamlevegen 77, Vassenden",260385171,https://www.finn.no/realestate/homes/ad.html?finnkode=260385171,3,61.4789,LANGHAUGANE,6.0579,Tomannsbolig,138.0,realestate,4,1,"61.4789,6.0579"
3439,"Opstadvegen 29, Nærbø",260353078,https://www.finn.no/realestate/homes/ad.html?finnkode=260353078,3,58.6651,Nærbø,5.6449,Enebolig,136.0,realestate,4,1,"58.6651,5.6449"
3440,"Grønland 43a, Drammen",260268215,https://www.finn.no/realestate/homes/ad.html?finnkode=260268215,3,59.74268,Union Brygge - Plussbolig,10.19454,Leilighet,87.0,realestate,4,1,"59.74268,10.19454"
3441,"Hoppern 1M, Moss",259520708,https://www.finn.no/realestate/homes/ad.html?finnkode=259520708,3,59.4339,Jeløya,10.63,Leilighet,64.0,realestate,4,2,"59.4339,10.63"
3442,"Bynesveien 9, Trondheim",260013517,https://www.finn.no/realestate/homes/ad.html?finnkode=260013517,3,63.42988,Ila,10.35749,Leilighet,40.0,realestate,4,1,"63.42988,10.35749"
3443,"Bekk 16B, Bremnes",258644203,https://www.finn.no/realestate/homes/ad.html?finnkode=258644203,3,59.7918,Bremnes/Svortland,5.1685,Leilighet,85.0,realestate,4,1,"59.7918,5.1685"
3444,"Kroktjødnevegen 48A, Stord",259726161,https://www.finn.no/realestate/homes/ad.html?finnkode=259726161,3,59.765,,5.4402,Leilighet,105.0,realestate,4,1,"59.765,5.4402"
3445,"Østbøvegen 6A, Bø i Telemark",259724259,https://www.finn.no/realestate/homes/ad.html?finnkode=259724259,3,59.42026,,9.05822,Leilighet,62.0,realestate,4,1,"59.42026,9.05822"
3446,"Folkestadstubben 1, Våler i Østfold",259649606,https://www.finn.no/realestate/homes/ad.html?finnkode=259649606,3,59.4963,,10.8568,Enebolig,172.0,realestate,4,1,"59.4963,10.8568"
3447,"Nedre Håvasteintunet 19, Rennesøy",259111294,https://www.finn.no/realestate/homes/ad.html?finnkode=259111294,3,59.1001,Vikevåg,5.6974,Enebolig,210.0,realestate,4,1,"59.1001,5.6974"
3448,"Flatholmvegen 4, Tananger",257972106,https://www.finn.no/realestate/homes/ad.html?finnkode=257972106,3,58.9386,Tananger,5.5728,Tomannsbolig,193.0,realestate,4,1,"58.9386,5.5728"
3449,"Jernbanegata 15B, Levanger",258306460,https://www.finn.no/realestate/homes/ad.html?finnkode=258306460,3,63.74518,Levanger sentrum,11.29897,Leilighet,49.0,realestate,4,1,"63.74518,11.29897"
3450,"Kletten 29, Strandvik",258030498,https://www.finn.no/realestate/homes/ad.html?finnkode=258030498,3,60.15346,STRANDVIK,5.64882,Enebolig,130.0,realestate,4,1,"60.15346,5.64882"
3451,"Skytehusrabben 6, Åmli",235396478,https://www.finn.no/realestate/homes/ad.html?finnkode=235396478,3,58.77254,,8.49029,Enebolig,158.0,realestate,4,1,"58.77254,8.49029"
3452,"Mælshammaren 26B, Forsand",242543510,https://www.finn.no/realestate/homes/ad.html?finnkode=242543510,3,58.8589,Forsand,6.1562,Rekkehus,99.0,realestate,4,1,"58.8589,6.1562"
3453,"Fürstveien 47C, Snarøya",252321047,https://www.finn.no/realestate/homes/ad.html?finnkode=252321047,3,59.8778,SNARØYA,10.604,Tomannsbolig,207.0,realestate,4,1,"59.8778,10.604"
3454,"Strandveien 236, Sortland",197113160,https://www.finn.no/realestate/homes/ad.html?finnkode=197113160,3,68.68777,STRAND,15.46646,Enebolig,252.0,realestate,4,1,"68.68777,15.46646"
3455,"Luren 27, Notodden",254660208,https://www.finn.no/realestate/homes/ad.html?finnkode=254660208,3,59.5602,Eikeskar,9.2858,Enebolig,213.0,realestate,4,1,"59.5602,9.2858"
3456,"Frolandssenteret 6K, Froland",247233775,https://www.finn.no/realestate/homes/ad.html?finnkode=247233775,3,58.5088,,8.6304,Leilighet,60.0,realestate,4,1,"58.5088,8.6304"
3457,"Haukelivegen 963, Etne",191823518,https://www.finn.no/realestate/homes/ad.html?finnkode=191823518,3,59.6643,,5.9362,Leilighet,113.0,realestate,4,1,"59.6643,5.9362"
3458,"Oscars gate 46, Oslo",251634515,https://www.finn.no/realestate/homes/ad.html?finnkode=251634515,7,59.91973,FROGNER,10.72292,Leilighet,110.0,realestate,0,1,"59.91973,10.72292"
3459,"St. Hansstredet 26, Bergen",261485446,https://www.finn.no/realestate/homes/ad.html?finnkode=261485446,7,60.39416,Nøstet | Bergen sentrum,5.31386,Leilighet,22.0,realestate,0,2,"60.39416,5.31386"
3460,"Oscars gate 46, Oslo",256863865,https://www.finn.no/realestate/homes/ad.html?finnkode=256863865,7,59.9197,Frogner - Rett bak slottet!,10.7229,Leilighet,157.0,realestate,0,1,"59.9197,10.7229"
3461,"Nedre Møllenberg gate 69 C, Trondheim",259999434,https://www.finn.no/realestate/homes/ad.html?finnkode=259999434,7,63.4337,,10.41729,Leilighet,60.0,realestate,0,1,"63.4337,10.41729"
3462,"Repslagergaten 23, Bergen",261347170,https://www.finn.no/realestate/homes/ad.html?finnkode=261347170,7,60.40341,Sandviken,5.3246,Leilighet,87.0,realestate,0,1,"60.40341,5.3246"
3463,"Jens Bjelkes gate 15, Oslo",261205712,https://www.finn.no/realestate/homes/ad.html?finnkode=261205712,7,59.91872,#Grünerløkka,10.76451,Leilighet,57.0,realestate,0,2,"59.91872,10.76451"
3464,"Maridalsveien 47A, Oslo",261195418,https://www.finn.no/realestate/homes/ad.html?finnkode=261195418,7,59.9286,ALEXANDER KJELLANDS PLASS / ILA,10.75273,Leilighet,76.0,realestate,0,2,"59.9286,10.75273"
3465,"Thorvald Meyers Gate 48B (indre gård), Oslo",261148257,https://www.finn.no/realestate/homes/ad.html?finnkode=261148257,7,59.92294,BESTE GRÜNERLØKKA,10.75981,Leilighet,74.0,realestate,0,2,"59.92294,10.75981"
3466,"Oskar Braatens gate 4 A, Oslo",261101916,https://www.finn.no/realestate/homes/ad.html?finnkode=261101916,7,59.93298,Tilbaketrukket og sentralt på Torshov,10.76107,Leilighet,57.0,realestate,0,2,"59.93298,10.76107"
3467,"Sannergata 30C, Oslo",248986478,https://www.finn.no/realestate/homes/ad.html?finnkode=248986478,7,59.92895,#Grünerløkka,10.76524,Leilighet,48.0,realestate,0,2,"59.92895,10.76524"
3468,"Kirkegata 35C, Trondheim",261004985,https://www.finn.no/realestate/homes/ad.html?finnkode=261004985,7,63.43293,MØLLENBERG,10.41326,Leilighet,59.0,realestate,0,2,"63.43293,10.41326"
3469,"Odins gate 12A, Oslo",255577115,https://www.finn.no/realestate/homes/ad.html?finnkode=255577115,7,59.9196,Frogner,10.7061,Leilighet,105.0,realestate,0,1,"59.9196,10.7061"
3470,"Sannergata 10B, Oslo",255025579,https://www.finn.no/realestate/homes/ad.html?finnkode=255025579,7,59.9287,GRÜNERLØKKA,10.7616,Leilighet,86.0,realestate,0,2,"59.9287,10.7616"
3471,"Nedre Møllenberg gate 69A, Trondheim",258363453,https://www.finn.no/realestate/homes/ad.html?finnkode=258363453,7,63.4338,MØLLENBERG,10.4171,Leilighet,84.0,realestate,0,1,"63.4338,10.4171"
3472,"Weidemanns vei 15B, Trondheim",260889426,https://www.finn.no/realestate/homes/ad.html?finnkode=260889426,7,63.4321,Møllenberg,10.4179,Leilighet,58.0,realestate,0,2,"63.4321,10.4179"
3473,"Tøyengata 26B, Oslo",259001938,https://www.finn.no/realestate/homes/ad.html?finnkode=259001938,7,59.91405,Tøyen,10.76677,Leilighet,75.0,realestate,0,1,"59.91405,10.76677"
3474,"Eiriks gate 9A, Oslo",260694646,https://www.finn.no/realestate/homes/ad.html?finnkode=260694646,7,59.9122,TØYEN,10.77273,Leilighet,62.0,realestate,0,2,"59.9122,10.77273"
3475,"Knøsesmauet 35A, Bergen",260660654,https://www.finn.no/realestate/homes/ad.html?finnkode=260660654,7,60.39353,,5.31491,Leilighet,24.0,realestate,0,1,"60.39353,5.31491"
3476,"Løkkeveien 13B, Oslo",259492871,https://www.finn.no/realestate/homes/ad.html?finnkode=259492871,7,59.9136,,10.725,Leilighet,61.0,realestate,0,2,"59.9136,10.725"
3477,"Holsts gate 9 B, Oslo",259849418,https://www.finn.no/realestate/homes/ad.html?finnkode=259849418,7,59.9313,Grünerløkka/Torshov,10.7614,Leilighet,53.0,realestate,0,2,"59.9313,10.7614"
3478,"Schleppegrells gate 13, Oslo",260008957,https://www.finn.no/realestate/homes/ad.html?finnkode=260008957,7,59.9272,GRÜNERLØKKA,10.7619,Leilighet,60.0,realestate,0,2,"59.9272,10.7619"
3479,"Steenstrups gate 23A, Oslo",258731873,https://www.finn.no/realestate/homes/ad.html?finnkode=258731873,7,59.92683,Grünerløkka,10.75621,Leilighet,57.0,realestate,0,2,"59.92683,10.75621"
3480,"Schwensens gate 10A, Oslo",260331210,https://www.finn.no/realestate/homes/ad.html?finnkode=260331210,7,59.92392,BESTE ST. HANSHAUGEN,10.73803,Leilighet,105.0,realestate,0,2,"59.92392,10.73803"
3481,"Maridalsveien 180A, Oslo",260249552,https://www.finn.no/realestate/homes/ad.html?finnkode=260249552,7,59.9406,SAGENE / BJØLSEN,10.76132,Leilighet,57.0,realestate,0,2,"59.9406,10.76132"
3482,"Hadselfjordveien 701, Stokmarknes",260187976,https://www.finn.no/realestate/homes/ad.html?finnkode=260187976,7,68.51916,,14.93956,Enebolig,135.0,realestate,0,1,"68.51916,14.93956"
3483,"Gyldenløves gate 23A, Trondheim",259988572,https://www.finn.no/realestate/homes/ad.html?finnkode=259988572,7,63.432,Møllenberg,10.4166,Leilighet,44.0,realestate,0,1,"63.432,10.4166"
3484,"Nedre Møllenberg gate 77A, Trondheim",260062394,https://www.finn.no/realestate/homes/ad.html?finnkode=260062394,7,63.43454,MØLLENBERG,10.41891,Leilighet,40.0,realestate,0,1,"63.43454,10.41891"
3485,"Weidemanns vei 15B, Trondheim",260037620,https://www.finn.no/realestate/homes/ad.html?finnkode=260037620,7,63.43205,Møllenberg,10.4179,Leilighet,36.0,realestate,0,2,"63.43205,10.4179"
3486,"Asylbakken 1B, Trondheim",260012075,https://www.finn.no/realestate/homes/ad.html?finnkode=260012075,7,63.43021,Bakklandet,10.40727,Leilighet,42.0,realestate,0,1,"63.43021,10.40727"
3487,"Singsakerbakken 18, Trondheim",259666982,https://www.finn.no/realestate/homes/ad.html?finnkode=259666982,7,63.42175,Singsaker,10.40287,Leilighet,43.0,realestate,0,1,"63.42175,10.40287"
3488,"Kirkegata 69, Trondheim",245300212,https://www.finn.no/realestate/homes/ad.html?finnkode=245300212,7,63.4359,Møllenberg,10.42,Leilighet,58.0,realestate,0,1,"63.4359,10.42"
3489,"Lars Hilles gate 13, Bergen",246407144,https://www.finn.no/realestate/homes/ad.html?finnkode=246407144,7,60.38833,Sentrum,5.33071,Leilighet,52.0,realestate,0,1,"60.38833,5.33071"
3490,"Kirkegata 39A, Trondheim",258890780,https://www.finn.no/realestate/homes/ad.html?finnkode=258890780,7,63.4332,Møllenberg,10.4136,Leilighet,92.0,realestate,0,1,"63.4332,10.4136"
3491,"Weidemanns vei 1B, Trondheim",258856075,https://www.finn.no/realestate/homes/ad.html?finnkode=258856075,7,63.4311,MØLLENBERG,10.4154,Leilighet,57.0,realestate,0,1,"63.4311,10.4154"
3492,"Riisevegen 28, Stryn",259105753,https://www.finn.no/realestate/homes/ad.html?finnkode=259105753,7,61.91172,,6.74042,Enebolig,137.0,realestate,0,1,"61.91172,6.74042"
3493,"Nygata 16A, Trondheim",258408996,https://www.finn.no/realestate/homes/ad.html?finnkode=258408996,7,63.43043,,10.40487,Leilighet,50.0,realestate,0,1,"63.43043,10.40487"
3494,"Fredensborgveien 25C, Oslo",258320524,https://www.finn.no/realestate/homes/ad.html?finnkode=258320524,7,59.91889,Skap drømmehjemmet på Fredensborg,10.74881,Leilighet,56.0,realestate,0,2,"59.91889,10.74881"
3495,"Eckersbergs gate 15A, Oslo",255200291,https://www.finn.no/realestate/homes/ad.html?finnkode=255200291,7,59.91979,,10.7021,Leilighet,75.0,realestate,0,1,"59.91979,10.7021"
3496,"Nonnegata 15, Trondheim",257390062,https://www.finn.no/realestate/homes/ad.html?finnkode=257390062,7,63.43187,Møllenberg,10.41333,Leilighet,61.0,realestate,0,1,"63.43187,10.41333"
3497,"Bruuns gate 6, Fredrikstad",255674555,https://www.finn.no/realestate/homes/ad.html?finnkode=255674555,7,59.2188,Holmen,10.934,Enebolig,155.0,realestate,0,1,"59.2188,10.934"
3498,"Bergegata 25 &amp; 27, Ulefoss",253094352,https://www.finn.no/realestate/homes/ad.html?finnkode=253094352,7,59.2734,Ulefoss,9.265,Enebolig,125.0,realestate,0,1,"59.2734,9.265"
3499,"Prinsens gate 19, Stavanger",234957548,https://www.finn.no/realestate/homes/ad.html?finnkode=234957548,7,58.966,Eiganes,5.7255,Leilighet,98.0,realestate,0,1,"58.966,5.7255"
3501,"Sprintveien 11A, Sandefjord",261015436,https://www.finn.no/realestate/homes/ad.html?finnkode=261015436,5,59.1323,Bugården/Krokemoa,10.1779,Rekkehus,139.0,realestate,1,2,"59.1323,10.1779"
3502,"Øvre Stokkavei 82A, Stavanger",260976042,https://www.finn.no/realestate/homes/ad.html?finnkode=260976042,5,58.9631,Stokka,5.695,Enebolig,155.0,realestate,1,1,"58.9631,5.695"
3503,"Hellig Olavs gate 59, Ålesund",260932756,https://www.finn.no/realestate/homes/ad.html?finnkode=260932756,5,62.4635,Skarbøvika,6.1085,Enebolig,222.0,realestate,1,1,"62.4635,6.1085"
3504,"Dues vei 38, Stavanger",260916192,https://www.finn.no/realestate/homes/ad.html?finnkode=260916192,5,58.96378,Eiganes,5.7061,Leilighet,50.0,realestate,1,1,"58.96378,5.7061"
3505,"Tuftedalen 30, Ulefoss",260911673,https://www.finn.no/realestate/homes/ad.html?finnkode=260911673,5,59.26886,,9.28119,Enebolig,85.0,realestate,1,1,"59.26886,9.28119"
3506,"Bekkefaret 23, Årnes",260764675,https://www.finn.no/realestate/homes/ad.html?finnkode=260764675,5,60.1174,,11.4874,Enebolig,169.0,realestate,1,1,"60.1174,11.4874"
3507,"Røværgata 11, Haugesund",260429577,https://www.finn.no/realestate/homes/ad.html?finnkode=260429577,5,59.3954,Raglatua,5.3176,Enebolig,211.0,realestate,1,1,"59.3954,5.3176"
3508,"Korsvika 2, Ålesund",260388857,https://www.finn.no/realestate/homes/ad.html?finnkode=260388857,5,62.4545,Hessa,6.1054,Enebolig,166.0,realestate,1,1,"62.4545,6.1054"
3509,"Kolstadflata 7C, Saupstad",260402484,https://www.finn.no/realestate/homes/ad.html?finnkode=260402484,5,63.36886,Kolstad,10.34793,Leilighet,50.0,realestate,1,2,"63.36886,10.34793"
3510,"Heggedalsveien 175, Heggedal",259352779,https://www.finn.no/realestate/homes/ad.html?finnkode=259352779,5,59.8008,Heggedal,10.4178,Enebolig,236.0,realestate,1,1,"59.8008,10.4178"
3511,"Tante Ulrikkes vei 26A, Oslo",259927601,https://www.finn.no/realestate/homes/ad.html?finnkode=259927601,5,59.961,Stovner,10.9165,Leilighet,62.0,realestate,1,2,"59.961,10.9165"
3512,"Oredalsåsen 62, Fredrikstad",260048930,https://www.finn.no/realestate/homes/ad.html?finnkode=260048930,5,59.23403,Oredalsåsen,10.94513,Rekkehus,112.0,realestate,1,1,"59.23403,10.94513"
3513,"Helge Ingstads vei 27, Spydeberg",259643153,https://www.finn.no/realestate/homes/ad.html?finnkode=259643153,5,59.6222,Spydeberg / Grini,11.0898,Enebolig,227.0,realestate,1,1,"59.6222,11.0898"
3514,"Tussefaret 6B, Drøbak",259875018,https://www.finn.no/realestate/homes/ad.html?finnkode=259875018,5,59.6607,Sogsti,10.6421,Enebolig,215.0,realestate,1,1,"59.6607,10.6421"
3515,"Nygårdsbakken 8F, Nittedal",259644235,https://www.finn.no/realestate/homes/ad.html?finnkode=259644235,5,60.0487,Rotnes,10.8675,Rekkehus,125.0,realestate,1,2,"60.0487,10.8675"
3516,"Ståle Kyllingstads vei 4D, Sandnes",259633789,https://www.finn.no/realestate/homes/ad.html?finnkode=259633789,5,58.8674,Varatun,5.7354,Leilighet,55.0,realestate,1,2,"58.8674,5.7354"
3517,"Jaktlia 32, Østerås",256907315,https://www.finn.no/realestate/homes/ad.html?finnkode=256907315,5,59.94473,Østerås/Hosle,10.59919,Enebolig,239.0,realestate,1,1,"59.94473,10.59919"
3518,"Bakkevegen 10A, Øyer",259469403,https://www.finn.no/realestate/homes/ad.html?finnkode=259469403,5,61.24532,,10.44411,Enebolig,157.0,realestate,1,1,"61.24532,10.44411"
3519,"Berglyveien 6, Husøysund",258843399,https://www.finn.no/realestate/homes/ad.html?finnkode=258843399,5,59.2375,I vannkanten på Føynland,10.4389,Enebolig,327.0,realestate,1,1,"59.2375,10.4389"
3520,"ÅSLANDVEGEN 4, Flatdal",257964952,https://www.finn.no/realestate/homes/ad.html?finnkode=257964952,5,59.55991,,8.58053,Enebolig,151.0,realestate,1,1,"59.55991,8.58053"
3521,"Fullriggerveien 24, Egersund",258026728,https://www.finn.no/realestate/homes/ad.html?finnkode=258026728,5,58.453,Eigerøy,5.9704,Enebolig,195.0,realestate,1,1,"58.453,5.9704"
3522,"Symrevegen 12, Verdal",258006696,https://www.finn.no/realestate/homes/ad.html?finnkode=258006696,5,63.80914,Ydsedalen,11.46572,Enebolig,127.0,realestate,1,1,"63.80914,11.46572"
3523,"Øvre Sørliveg 11A, Steinkjer",256474546,https://www.finn.no/realestate/homes/ad.html?finnkode=256474546,5,63.99396,,11.46605,Rekkehus,131.0,realestate,1,1,"63.99396,11.46605"
3524,"Liaveien 27, Solbergmoen",255699509,https://www.finn.no/realestate/homes/ad.html?finnkode=255699509,5,59.76303,Solbergmoen,10.0551,Enebolig,212.0,realestate,1,1,"59.76303,10.0551"
3525,"Gladvollveien 36C, Oslo",244912660,https://www.finn.no/realestate/homes/ad.html?finnkode=244912660,5,59.84925,,10.78452,Rekkehus,210.0,realestate,1,1,"59.84925,10.78452"
3526,"Kometveien 23, Tønsberg",249552621,https://www.finn.no/realestate/homes/ad.html?finnkode=249552621,5,59.26245,,10.44541,Enebolig,185.0,realestate,1,1,"59.26245,10.44541"
3527,"Lyngdalsveien 234, Farsund",231365345,https://www.finn.no/realestate/homes/ad.html?finnkode=231365345,5,58.10131,,6.83943,Enebolig,238.0,realestate,1,1,"58.10131,6.83943"
3528,"Håvardsvegen 2B, Øvre Årdal",236643462,https://www.finn.no/realestate/homes/ad.html?finnkode=236643462,5,61.3082,,7.7938,Tomannsbolig,111.0,realestate,1,1,"61.3082,7.7938"
3529,"John Allans gate 11, Kristiansund N",261336755,https://www.finn.no/realestate/homes/ad.html?finnkode=261336755,6,63.1141,Øvre bydel,7.727,Leilighet,66.0,realestate,2,1,"63.1141,7.727"
3530,"Klubbåsveien 1, Harstad",260541886,https://www.finn.no/realestate/homes/ad.html?finnkode=260541886,6,68.7637,Medkila,16.5575,Enebolig,163.0,realestate,2,1,"68.7637,16.5575"
3531,"Josefine Nilsens vei 5C, Kongsberg",260876259,https://www.finn.no/realestate/homes/ad.html?finnkode=260876259,6,59.6524,,9.6592,Leilighet,125.0,realestate,2,1,"59.6524,9.6592"
3532,"Beverkollen 25, Oslo",260024809,https://www.finn.no/realestate/homes/ad.html?finnkode=260024809,6,59.8204,BJØRNDAL,10.8383,Tomannsbolig,137.0,realestate,2,1,"59.8204,10.8383"
3533,"Lurudveien 28A, Skedsmokorset",259636209,https://www.finn.no/realestate/homes/ad.html?finnkode=259636209,6,60.0163,,11.0447,Leilighet,81.0,realestate,2,2,"60.0163,11.0447"
3534,"Sanatorieveien 80 B, Drammen",253867937,https://www.finn.no/realestate/homes/ad.html?finnkode=253867937,6,59.75181,Bragernes,10.18237,Leilighet,119.0,realestate,2,1,"59.75181,10.18237"
3535,"Edgar B. Schieldrops veg 50B, Trondheim",258958972,https://www.finn.no/realestate/homes/ad.html?finnkode=258958972,6,63.3998,,10.4402,Leilighet,64.0,realestate,2,1,"63.3998,10.4402"
3536,"Siriusvegen 10 B, Trondheim",259111891,https://www.finn.no/realestate/homes/ad.html?finnkode=259111891,6,63.39407,Stubban,10.41643,Leilighet,66.0,realestate,2,1,"63.39407,10.41643"
3537,"Kolbotn terrasse 17, Kolbotn",253256748,https://www.finn.no/realestate/homes/ad.html?finnkode=253256748,6,59.8109,,10.8027,Leilighet,139.0,realestate,2,1,"59.8109,10.8027"
3538,"Barbros gate 79, Farsund",220744596,https://www.finn.no/realestate/homes/ad.html?finnkode=220744596,6,58.09301,,6.80983,Leilighet,72.0,realestate,2,3,"58.09301,6.80983"
3539,"Øreveien 169, Moss",261340977,https://www.finn.no/realestate/homes/ad.html?finnkode=261340977,7,59.4201,Moss / Høyda,10.6824,Enebolig,138.0,realestate,0,1,"59.4201,10.6824"
3540,"Gyssestadkollen 22, Slependen",261025917,https://www.finn.no/realestate/homes/ad.html?finnkode=261025917,7,59.8811,,10.5068,Enebolig,171.0,realestate,0,1,"59.8811,10.5068"
3541,"Slagenveien 36, Tønsberg",259484643,https://www.finn.no/realestate/homes/ad.html?finnkode=259484643,7,59.2718,Træleborg,10.4241,Leilighet,59.0,realestate,0,1,"59.2718,10.4241"
3542,"Aagne Dreviks veg 1, Ålesund",260666212,https://www.finn.no/realestate/homes/ad.html?finnkode=260666212,7,62.4699,Drevika / Skarbøvika,6.1095,Enebolig,170.0,realestate,0,1,"62.4699,6.1095"
3543,"Per Sivles vei 15, Stavanger",260510833,https://www.finn.no/realestate/homes/ad.html?finnkode=260510833,7,58.95924,Eiganes/Bokkaskogen,5.7172,Enebolig,237.0,realestate,0,1,"58.95924,5.7172"
3544,"Thereses gate 16K, Oslo",260352759,https://www.finn.no/realestate/homes/ad.html?finnkode=260352759,7,59.9295,Bislett,10.7334,Leilighet,57.0,realestate,0,1,"59.9295,10.7334"
3545,"Waldemar Thranes gate 68B, Oslo",260321753,https://www.finn.no/realestate/homes/ad.html?finnkode=260321753,7,59.92796,,10.74855,Leilighet,81.0,realestate,0,3,"59.92796,10.74855"
3546,"Vålfallvegen 9, Tørberget",260045734,https://www.finn.no/realestate/homes/ad.html?finnkode=260045734,7,61.1891,,12.1955,Enebolig,44.0,realestate,0,1,"61.1891,12.1955"
3547,"Totlandsvegen 45, Nesttun",260017042,https://www.finn.no/realestate/homes/ad.html?finnkode=260017042,7,60.31567,Nesttun,5.37391,Enebolig,115.0,realestate,0,1,"60.31567,5.37391"
3548,"Michael Krohns gate 30, Bergen",254621369,https://www.finn.no/realestate/homes/ad.html?finnkode=254621369,7,60.378,,5.3273,Leilighet,73.0,realestate,0,1,"60.378,5.3273"
3549,"Lageshallveien 15A, Hønefoss",259766391,https://www.finn.no/realestate/homes/ad.html?finnkode=259766391,7,60.1775,Sentralt Hønefoss/Rabba,10.2551,Enebolig,112.0,realestate,0,1,"60.1775,10.2551"
3550,"Skogveien 5E, Jar",259624243,https://www.finn.no/realestate/homes/ad.html?finnkode=259624243,7,59.92268,JAR,10.62027,Enebolig,260.0,realestate,0,1,"59.92268,10.62027"
3551,"Totlandsvegen 45, Nesttun",259602680,https://www.finn.no/realestate/homes/ad.html?finnkode=259602680,7,60.31567,Nesttun,5.37391,Enebolig,115.0,realestate,0,1,"60.31567,5.37391"
3552,"Ramsøyvegen 132, Hauglandshella",257887381,https://www.finn.no/realestate/homes/ad.html?finnkode=257887381,7,60.4361,,5.05434,Enebolig,117.0,realestate,0,1,"60.4361,5.05434"
3553,"Sørhauggata 207, Haugesund",258989228,https://www.finn.no/realestate/homes/ad.html?finnkode=258989228,7,59.41631,,5.2663,Leilighet,45.0,realestate,0,2,"59.41631,5.2663"
3554,"Gartveien 92, Brekstad",254716364,https://www.finn.no/realestate/homes/ad.html?finnkode=254716364,7,63.65261,,9.55425,Enebolig,79.0,realestate,0,1,"63.65261,9.55425"
3555,"Polleveien 10, Vinterbro",258350620,https://www.finn.no/realestate/homes/ad.html?finnkode=258350620,7,59.7409,Vinterbro/Kjærnes,10.7466,Enebolig,131.0,realestate,0,1,"59.7409,10.7466"
3556,"Dronningens gate 11, Sandefjord",258300777,https://www.finn.no/realestate/homes/ad.html?finnkode=258300777,7,59.1316,Sentrum,10.2208,Leilighet,79.0,realestate,0,1,"59.1316,10.2208"
3557,"Høilivegen 8, Trondheim",258106829,https://www.finn.no/realestate/homes/ad.html?finnkode=258106829,7,63.4251,Tyholt,10.4271,Enebolig,244.0,realestate,0,1,"63.4251,10.4271"
3558,"Skjoldastraumsvegen 208, Aksdal",258186877,https://www.finn.no/realestate/homes/ad.html?finnkode=258186877,7,59.43149,Grinde,5.48305,Enebolig,79.0,realestate,0,1,"59.43149,5.48305"
3559,"Gate 2 133, Måløy",227871303,https://www.finn.no/realestate/homes/ad.html?finnkode=227871303,7,61.9416,MÅLØY - GOTTEBERG,5.1214,Enebolig,127.0,realestate,0,1,"61.9416,5.1214"
3560,"Strengelvågveien 76, Myre",257897212,https://www.finn.no/realestate/homes/ad.html?finnkode=257897212,7,68.95912,Strengelvåg,15.17675,Enebolig,66.0,realestate,0,1,"68.95912,15.17675"
3561,"Saxilds gate 1, Tønsberg",257878365,https://www.finn.no/realestate/homes/ad.html?finnkode=257878365,7,59.277,Solvang,10.4136,Leilighet,54.0,realestate,0,1,"59.277,10.4136"
3562,"Kvisla 14, Hol",257380231,https://www.finn.no/realestate/homes/ad.html?finnkode=257380231,7,60.59255,,8.34498,Enebolig,157.0,realestate,0,1,"60.59255,8.34498"
3563,"Kvenngutua 4, Lillehammer",257020161,https://www.finn.no/realestate/homes/ad.html?finnkode=257020161,7,61.1145,Lillehammer,10.4575,Tomannsbolig,118.0,realestate,0,1,"61.1145,10.4575"
3564,"Jernbanegata 14, Sarpsborg",255633395,https://www.finn.no/realestate/homes/ad.html?finnkode=255633395,7,59.2823,,11.1138,Leilighet,154.0,realestate,0,1,"59.2823,11.1138"
3567,"Ranumsvegen 376, Våler i Solør",253794820,https://www.finn.no/realestate/homes/ad.html?finnkode=253794820,7,60.729,,11.8925,Enebolig,74.0,realestate,0,1,"60.729,11.8925"
3568,"Hesthaugen 1, Manger",252327188,https://www.finn.no/realestate/homes/ad.html?finnkode=252327188,7,60.64036,Manger,5.04776,Enebolig,118.0,realestate,0,1,"60.64036,5.04776"
3569,"Dokterenga 74, Kapp",250228515,https://www.finn.no/realestate/homes/ad.html?finnkode=250228515,7,60.72605,Kapp,10.81555,Enebolig,113.0,realestate,0,1,"60.72605,10.81555"
3570,"Sørhauggata 207, Haugesund",250136455,https://www.finn.no/realestate/homes/ad.html?finnkode=250136455,7,59.4163,Sentrum,5.2663,Leilighet,52.0,realestate,0,2,"59.4163,5.2663"
3571,"Utvikvegen 23, Beitstad",249521992,https://www.finn.no/realestate/homes/ad.html?finnkode=249521992,7,64.08604,Steinkjer- Beitstad,11.32581,Enebolig,103.0,realestate,0,1,"64.08604,11.32581"
3572,"Eiganesveien 101, Stavanger",249084221,https://www.finn.no/realestate/homes/ad.html?finnkode=249084221,7,58.9623,Eiganes,5.7115,Leilighet,52.0,realestate,0,1,"58.9623,5.7115"
3573,"Logaveien 108, Flekkefjord",248829303,https://www.finn.no/realestate/homes/ad.html?finnkode=248829303,7,58.3352,Flekkefjord,6.6462,Enebolig,124.0,realestate,0,1,"58.3352,6.6462"
3575,"Storhauggata 7, Ålesund",229763503,https://www.finn.no/realestate/homes/ad.html?finnkode=229763503,7,62.47177,Aspøya,6.14334,Leilighet,39.0,realestate,0,1,"62.47177,6.14334"
