,Location,ad_id,ad_link,energy_label,lat,local_area_name,lon,property_type_description,size_from,type,byggear_cat,ownership_cat,"lat,lon"
5999,"Elgvegen 10, Årnes",238062694,https://www.finn.no/realestate/homes/ad.html?finnkode=238062694,6,60.1214,,11.478,Enebolig,245.0,realestate,1,1,"60.1214,11.478"
6000,"KALKVEGEN 5, Gjøvik",252032851,https://www.finn.no/realestate/homes/ad.html?finnkode=252032851,6,60.77581,,10.67691,Leilighet,56.0,realestate,1,2,"60.77581,10.67691"
6001,"Rundingen 17, Terråk",250953458,https://www.finn.no/realestate/homes/ad.html?finnkode=250953458,6,65.08401,,12.35877,Enebolig,97.0,realestate,1,1,"65.08401,12.35877"
6002,"Neslia 10, Rosendal",230263135,https://www.finn.no/realestate/homes/ad.html?finnkode=230263135,6,59.99621,ROSENDAL,5.98452,Enebolig,144.0,realestate,1,1,"59.99621,5.98452"
6003,"Bøveien 1008, Straumsjøen",193426457,https://www.finn.no/realestate/homes/ad.html?finnkode=193426457,6,68.72134,,14.58382,Enebolig,133.0,realestate,1,1,"68.72134,14.58382"
6004,"Brennerigata 2, Vadsø",175813506,https://www.finn.no/realestate/homes/ad.html?finnkode=175813506,6,70.06806,,29.74088,Enebolig,108.0,realestate,1,1,"70.06806,29.74088"
6005,"Bjerregaards gate 56E, Oslo",260021799,https://www.finn.no/realestate/homes/ad.html?finnkode=260021799,4,59.9261,ST.HANSHAUGEN,10.7471,Leilighet,79.0,realestate,0,3,"59.9261,10.7471"
6006,"Industrigata 40, Oslo",261260780,https://www.finn.no/realestate/homes/ad.html?finnkode=261260780,4,59.92638,MAJORSTUEN,10.72059,Leilighet,53.0,realestate,0,1,"59.92638,10.72059"
6007,"Eggavegen 27, Ålen",261457219,https://www.finn.no/realestate/homes/ad.html?finnkode=261457219,7,62.84008,Ålen Sentrum,11.30156,Enebolig,96.0,realestate,1,1,"62.84008,11.30156"
6008,"Dag Hammarskjölds vei 171, Fyllingsdalen",261426564,https://www.finn.no/realestate/homes/ad.html?finnkode=261426564,7,60.34799,,5.29414,Leilighet,33.0,realestate,1,2,"60.34799,5.29414"
6009,"Bjørnemyr terrasse 9D, Bjørnemyr",257075225,https://www.finn.no/realestate/homes/ad.html?finnkode=257075225,7,59.8343,,10.6455,Rekkehus,96.0,realestate,1,1,"59.8343,10.6455"
6010,"Rørvikveien 23 B, Rypefjord",260940431,https://www.finn.no/realestate/homes/ad.html?finnkode=260940431,7,70.64786,,23.66525,Rekkehus,52.0,realestate,1,2,"70.64786,23.66525"
6011,"Bekkebergvegen 35, Gjerdrum",261178548,https://www.finn.no/realestate/homes/ad.html?finnkode=261178548,7,60.08823,,11.00669,Enebolig,147.0,realestate,1,1,"60.08823,11.00669"
6012,"Knattåsveien 18, Grålum",260977077,https://www.finn.no/realestate/homes/ad.html?finnkode=260977077,7,59.2899,Gralum,11.0588,Enebolig,125.0,realestate,1,1,"59.2899,11.0588"
6013,"Hauglandsheia 2C, Arendal",260930236,https://www.finn.no/realestate/homes/ad.html?finnkode=260930236,7,58.46331,,8.75243,Leilighet,44.0,realestate,1,1,"58.46331,8.75243"
6014,"Frøyas gate 10A, Oslo",253283249,https://www.finn.no/realestate/homes/ad.html?finnkode=253283249,7,59.91765,Skarpsno/Frogner,10.69412,Leilighet,95.0,realestate,1,1,"59.91765,10.69412"
6015,"Christies vei 13, Kongsberg",260839510,https://www.finn.no/realestate/homes/ad.html?finnkode=260839510,7,59.6792,,9.6501,Enebolig,136.0,realestate,1,1,"59.6792,9.6501"
6016,"Bodals vei 70, Klavestadhaugen",253354363,https://www.finn.no/realestate/homes/ad.html?finnkode=253354363,7,59.2448,,11.2007,Enebolig,118.0,realestate,1,1,"59.2448,11.2007"
6017,"Blaklihøgda 10B, Trondheim",260698122,https://www.finn.no/realestate/homes/ad.html?finnkode=260698122,7,63.39425,RISVOLLAN,10.43613,Leilighet,91.0,realestate,1,2,"63.39425,10.43613"
6018,"Sandved terrasse 13, Sandnes",256010803,https://www.finn.no/realestate/homes/ad.html?finnkode=256010803,7,58.8391,Sandved,5.7166,Enebolig,173.0,realestate,1,1,"58.8391,5.7166"
6019,"Øvre Hagaveg 68, Årnes",255663633,https://www.finn.no/realestate/homes/ad.html?finnkode=255663633,7,60.1145,,11.4657,Enebolig,211.0,realestate,1,1,"60.1145,11.4657"
6020,"Torstvedtåsen 26, Larvik",260053310,https://www.finn.no/realestate/homes/ad.html?finnkode=260053310,7,59.07473,Torstvedt,10.04664,Enebolig,151.0,realestate,1,1,"59.07473,10.04664"
6021,"Sjøstrand 9, Sandefjord",259755340,https://www.finn.no/realestate/homes/ad.html?finnkode=259755340,7,59.1135,Utsikt på Ranvik,10.2184,Leilighet,93.0,realestate,1,4,"59.1135,10.2184"
6022,"Rørvikveien 23 G, Rypefjord",257328410,https://www.finn.no/realestate/homes/ad.html?finnkode=257328410,7,70.64776,Rypefjord,23.66518,Leilighet,53.0,realestate,1,2,"70.64776,23.66518"
6023,"Bergfrueveien 14E, Rolvsøy",256857859,https://www.finn.no/realestate/homes/ad.html?finnkode=256857859,7,59.2596,,11.0015,Leilighet,84.0,realestate,1,2,"59.2596,11.0015"
6024,"Sporveisgata 8A, Oslo",256206298,https://www.finn.no/realestate/homes/ad.html?finnkode=256206298,7,59.926,BISLETT / MAJORSTUEN,10.7289,Leilighet,106.0,realestate,1,2,"59.926,10.7289"
6025,"VENGSØYA 203, Vengsøy",252513992,https://www.finn.no/realestate/homes/ad.html?finnkode=252513992,7,69.8329,,18.58993,Enebolig,153.0,realestate,1,1,"69.8329,18.58993"
6026,"Sporveisgata 8A, Oslo",250004171,https://www.finn.no/realestate/homes/ad.html?finnkode=250004171,7,59.926,BISLETT / MAJORSTUEN,10.7289,Leilighet,65.0,realestate,1,2,"59.926,10.7289"
6027,"Haakon VII`s gate 36, Tromsø",250214690,https://www.finn.no/realestate/homes/ad.html?finnkode=250214690,7,69.65481,,18.93917,Enebolig,171.0,realestate,1,1,"69.65481,18.93917"
6028,"Gjøvikgata 4A, Oslo",261432590,https://www.finn.no/realestate/homes/ad.html?finnkode=261432590,4,59.93946,Sagene/Bjølsen,10.76021,Leilighet,60.0,realestate,2,2,"59.93946,10.76021"
6029,"Industrigata 16B, Brumunddal",261352797,https://www.finn.no/realestate/homes/ad.html?finnkode=261352797,4,60.88674,Brumunddal,10.94533,Leilighet,72.0,realestate,2,1,"60.88674,10.94533"
6030,"Mulelia 21, Ålesund",261152738,https://www.finn.no/realestate/homes/ad.html?finnkode=261152738,4,62.46902,Lerstad,6.33408,Enebolig,128.0,realestate,2,1,"62.46902,6.33408"
6031,"Askje vest 16, Mosterøy",260632248,https://www.finn.no/realestate/homes/ad.html?finnkode=260632248,4,59.0632,Mosterøy / Askje,5.6786,Rekkehus,104.0,realestate,2,1,"59.0632,5.6786"
6032,"Øysteins gate 1B, Hamar",260688604,https://www.finn.no/realestate/homes/ad.html?finnkode=260688604,4,60.7986,Hamar,11.0583,Enebolig,126.0,realestate,2,1,"60.7986,11.0583"
6033,"Hyllavegen 45, Inderøy",260717854,https://www.finn.no/realestate/homes/ad.html?finnkode=260717854,4,63.84359,"Hylla, Røra.",11.39019,Enebolig,150.0,realestate,2,1,"63.84359,11.39019"
6034,"Steinsvikskrenten 32, Rådal",260667529,https://www.finn.no/realestate/homes/ad.html?finnkode=260667529,4,60.29929,,5.29943,Enebolig,112.0,realestate,2,1,"60.29929,5.29943"
6035,"Svarthammarveien 5, Bodø",260547409,https://www.finn.no/realestate/homes/ad.html?finnkode=260547409,4,67.3125,Løpsmark,14.4545,Leilighet,101.0,realestate,2,1,"67.3125,14.4545"
6036,"Bekkjarvikveien 118, Tertnes",258083179,https://www.finn.no/realestate/homes/ad.html?finnkode=258083179,4,60.46161,Tertnes,5.27587,Enebolig,221.0,realestate,2,1,"60.46161,5.27587"
6037,"Tollbodgata 46, Kristiansand S",260449659,https://www.finn.no/realestate/homes/ad.html?finnkode=260449659,4,58.14707,,7.99937,Leilighet,20.0,realestate,2,1,"58.14707,7.99937"
6038,"Nedre Storgate 14, Drammen",260080308,https://www.finn.no/realestate/homes/ad.html?finnkode=260080308,4,59.74274,Bragernes/Drammen sentrum,10.20849,Leilighet,98.0,realestate,2,1,"59.74274,10.20849"
6039,"Texnesbakken 37, Sperrebotn",260068733,https://www.finn.no/realestate/homes/ad.html?finnkode=260068733,4,59.46024,,10.78954,Enebolig,248.0,realestate,2,1,"59.46024,10.78954"
6040,"Amundrødbakken 4, Helgeroa",260036150,https://www.finn.no/realestate/homes/ad.html?finnkode=260036150,4,58.98776,,9.86972,Enebolig,207.0,realestate,2,1,"58.98776,9.86972"
6041,"Klopvegen 32, Dokka",259929381,https://www.finn.no/realestate/homes/ad.html?finnkode=259929381,4,60.83619,DOKKA,10.08928,Enebolig,159.0,realestate,2,1,"60.83619,10.08928"
6042,"Diorittveien 4, Vestfossen",259771642,https://www.finn.no/realestate/homes/ad.html?finnkode=259771642,4,59.75792,"Ormåsen - trygt, grønt og barnevennlig!",9.83277,Enebolig,117.0,realestate,2,1,"59.75792,9.83277"
6043,"Eidsvollgata 105, Sandnes",259730040,https://www.finn.no/realestate/homes/ad.html?finnkode=259730040,4,58.85833,,5.7383,Enebolig,270.0,realestate,2,1,"58.85833,5.7383"
6044,"Sagmestervegen 6 A, Steinkjer",259724418,https://www.finn.no/realestate/homes/ad.html?finnkode=259724418,4,64.01718,Steinkjer/Dampsaga,11.48709,Leilighet,55.0,realestate,2,1,"64.01718,11.48709"
6045,"Alvestien 7, Kristiansand S",253968050,https://www.finn.no/realestate/homes/ad.html?finnkode=253968050,4,58.1558,,8.0725,Leilighet,101.0,realestate,2,1,"58.1558,8.0725"
6046,"Ramsøyvegen 11, Hauglandshella",259123007,https://www.finn.no/realestate/homes/ad.html?finnkode=259123007,4,60.4442,Askøy,5.072,Enebolig,211.0,realestate,2,1,"60.4442,5.072"
6047,"Kongens gate 108, Trondheim",248700955,https://www.finn.no/realestate/homes/ad.html?finnkode=248700955,4,63.43039,Midtbyen,10.37849,Leilighet,55.0,realestate,2,2,"63.43039,10.37849"
6048,"Esnesbulandet 14, Titran",254090031,https://www.finn.no/realestate/homes/ad.html?finnkode=254090031,4,63.66867,Titran,8.32005,Enebolig,127.0,realestate,2,1,"63.66867,8.32005"
6049,"Øvre Heggebøen 76, Leirvik i Sogn",234473375,https://www.finn.no/realestate/homes/ad.html?finnkode=234473375,4,61.1289,Leirvik,5.36126,Enebolig,196.0,realestate,2,1,"61.1289,5.36126"
6050,"Austråttlia 1, Sandnes",255044779,https://www.finn.no/realestate/homes/ad.html?finnkode=255044779,4,58.84595,Austrått,5.74346,Enebolig,262.0,realestate,2,1,"58.84595,5.74346"
6051,"Trondheimsvegen - Kløfta 15, Kløfta",251645704,https://www.finn.no/realestate/homes/ad.html?finnkode=251645704,4,60.0647,Kløfta,11.1304,Leilighet,57.0,realestate,2,1,"60.0647,11.1304"
6052,"Jens Bjelkes gate 43E, Oslo",260408347,https://www.finn.no/realestate/homes/ad.html?finnkode=260408347,5,59.91449,#TØYEN,10.77043,Leilighet,34.0,realestate,0,2,"59.91449,10.77043"
6053,"Waldemar Thranes gate 49 C, Oslo",259594250,https://www.finn.no/realestate/homes/ad.html?finnkode=259594250,5,59.92661,St.Hanshaugen,10.74702,Leilighet,101.0,realestate,0,3,"59.92661,10.74702"
6054,"Rolfsbuktalléen 4A, Fornebu",261498453,https://www.finn.no/realestate/homes/ad.html?finnkode=261498453,4,59.8917,ROLFSBUKTA / FORNEBU,10.6301,Leilighet,67.0,realestate,5,1,"59.8917,10.6301"
6055,"Årvollveien 21, Oslo",261454590,https://www.finn.no/realestate/homes/ad.html?finnkode=261454590,4,59.9456,# ÅRVOLL SENTER,10.80946,Leilighet,98.0,realestate,5,2,"59.9456,10.80946"
6056,"Turbinveien 8, Oslo",260902506,https://www.finn.no/realestate/homes/ad.html?finnkode=260902506,4,59.9047,KVÆRNERBYEN | MED UTSIKT MOT EKEBERGÅSEN,10.7879,Leilighet,47.0,realestate,5,2,"59.9047,10.7879"
6057,"Tellusvegen 12 B, Hvam",261258336,https://www.finn.no/realestate/homes/ad.html?finnkode=261258336,4,60.1253,,11.3426,Leilighet,104.0,realestate,5,1,"60.1253,11.3426"
6058,"Turbinveien 20, Oslo",260872408,https://www.finn.no/realestate/homes/ad.html?finnkode=260872408,4,59.9045,Kværnerbyen,10.7881,Leilighet,61.0,realestate,5,2,"59.9045,10.7881"
6059,"Turbinveien 20, Oslo",260776907,https://www.finn.no/realestate/homes/ad.html?finnkode=260776907,4,59.9045,Kværnerbyen,10.7881,Leilighet,45.0,realestate,5,2,"59.9045,10.7881"
6060,"Industrivegen 21A, Florø",260921365,https://www.finn.no/realestate/homes/ad.html?finnkode=260921365,4,61.5911,,5.0036,Leilighet,77.0,realestate,5,1,"61.5911,5.0036"
6061,"Torvmyrvegen 2, Bryne",260918269,https://www.finn.no/realestate/homes/ad.html?finnkode=260918269,4,58.72609,,5.668,Leilighet,51.0,realestate,5,1,"58.72609,5.668"
6062,"Lervigbrygga 331, Stavanger",260838740,https://www.finn.no/realestate/homes/ad.html?finnkode=260838740,4,58.9653,Stavanger Øst,5.7641,Leilighet,63.0,realestate,5,1,"58.9653,5.7641"
6063,"Elvebakken 42 C, Sortland",260335970,https://www.finn.no/realestate/homes/ad.html?finnkode=260335970,4,68.68086,ELVEBAKKEN/ØVRE MYRLAND,15.37848,Leilighet,90.0,realestate,5,1,"68.68086,15.37848"
6064,"Grillstadfjæra 46, Ranheim",260573375,https://www.finn.no/realestate/homes/ad.html?finnkode=260573375,4,63.43568,Grilstad Marina,10.50376,Leilighet,74.0,realestate,5,1,"63.43568,10.50376"
6065,"Furulundveien 7, Helle",260555942,https://www.finn.no/realestate/homes/ad.html?finnkode=260555942,4,58.90114,,9.37491,Leilighet,67.0,realestate,5,1,"58.90114,9.37491"
6066,"Kornvegen 121, Kleppe",260000190,https://www.finn.no/realestate/homes/ad.html?finnkode=260000190,4,58.7684,Kleppe,5.632,Leilighet,75.0,realestate,5,1,"58.7684,5.632"
6067,"Tovengveien 25B, Askim",260085849,https://www.finn.no/realestate/homes/ad.html?finnkode=260085849,4,59.59701,#ASKIM,11.1149,Leilighet,102.0,realestate,5,1,"59.59701,11.1149"
6068,"Skaregata 16 F, Ålesund",260050692,https://www.finn.no/realestate/homes/ad.html?finnkode=260050692,4,62.47506,Sentrum,6.16073,Leilighet,40.0,realestate,5,1,"62.47506,6.16073"
6069,"Speiderveien 8, Bodø",260015217,https://www.finn.no/realestate/homes/ad.html?finnkode=260015217,4,67.283,Østbyen,14.4079,Leilighet,109.0,realestate,5,1,"67.283,14.4079"
6070,"Skaramarka 4, Sandnes",258981000,https://www.finn.no/realestate/homes/ad.html?finnkode=258981000,4,58.843,Skaarlia,5.7754,Leilighet,119.0,realestate,5,1,"58.843,5.7754"
6071,"Elvebakken 42 A, Sortland",258695811,https://www.finn.no/realestate/homes/ad.html?finnkode=258695811,4,68.68093,ELVEBAKKEN/ØVRE MYRLAND,15.37863,Leilighet,90.0,realestate,5,1,"68.68093,15.37863"
6072,"Skorsvegen 3, Slinda",258956422,https://www.finn.no/realestate/homes/ad.html?finnkode=258956422,4,61.16307,,6.98134,Leilighet,79.0,realestate,5,1,"61.16307,6.98134"
6073,"Sandangersvingen 1, Sola",255676824,https://www.finn.no/realestate/homes/ad.html?finnkode=255676824,4,58.8863,Skadberg,5.6693,Leilighet,75.0,realestate,5,1,"58.8863,5.6693"
6074,"St Olavs gate 18B, Tønsberg",257742178,https://www.finn.no/realestate/homes/ad.html?finnkode=257742178,4,59.2675,Tønsberg/Sentrum,10.4165,Leilighet,91.0,realestate,5,1,"59.2675,10.4165"
6075,"Estvoldvegen 8 E, Verdal",257362908,https://www.finn.no/realestate/homes/ad.html?finnkode=257362908,4,63.79325,Reinsholm,11.49829,Leilighet,89.0,realestate,5,2,"63.79325,11.49829"
6076,"Austråttryggen 19B, Sandnes",257344781,https://www.finn.no/realestate/homes/ad.html?finnkode=257344781,4,58.8471,Austrått,5.751,Leilighet,57.0,realestate,5,1,"58.8471,5.751"
6077,"Jernbanegata 17, Lillehammer",256304298,https://www.finn.no/realestate/homes/ad.html?finnkode=256304298,4,61.1153,,10.4678,Leilighet,91.0,realestate,5,1,"61.1153,10.4678"
6078,"Hans Nielsen Hauges gate 37F, Oslo",252525252,https://www.finn.no/realestate/homes/ad.html?finnkode=252525252,4,59.9384,Torshovdalen,10.7808,Leilighet,127.0,realestate,5,1,"59.9384,10.7808"
6079,"Stasjonsvegen 26, Varhaug",256520168,https://www.finn.no/realestate/homes/ad.html?finnkode=256520168,4,58.61722,,5.64607,Leilighet,113.0,realestate,5,1,"58.61722,5.64607"
6080,"Gløttvegen 5, Namdalseid",253242415,https://www.finn.no/realestate/homes/ad.html?finnkode=253242415,4,64.22394,,11.22037,Leilighet,65.0,realestate,5,1,"64.22394,11.22037"
6081,"Skoratuå 2, H0102, Sirevåg",254217488,https://www.finn.no/realestate/homes/ad.html?finnkode=254217488,4,58.50521,Sirevåg,5.8058,Leilighet,57.0,realestate,5,1,"58.50521,5.8058"
6082,"Bakar Hansen-vegen 13B, Sparbu",250129110,https://www.finn.no/realestate/homes/ad.html?finnkode=250129110,4,63.9188,,11.43034,Leilighet,58.0,realestate,5,1,"63.9188,11.43034"
6083,"Kirkegata 30 E, Levanger",243118634,https://www.finn.no/realestate/homes/ad.html?finnkode=243118634,4,63.74548,LEVANGER,11.29734,Leilighet,75.0,realestate,5,2,"63.74548,11.29734"
6084,"Myra 98D, Vestnes",228130962,https://www.finn.no/realestate/homes/ad.html?finnkode=228130962,4,62.6178,Vestnes,7.0843,Leilighet,72.0,realestate,5,1,"62.6178,7.0843"
6085,"Opstadvegen 12A, Nærbø",142051970,https://www.finn.no/realestate/homes/ad.html?finnkode=142051970,4,58.6649,,5.6418,Leilighet,79.0,realestate,5,1,"58.6649,5.6418"
6086,"Prestgardsvegen 171, Bud",260626800,https://www.finn.no/realestate/homes/ad.html?finnkode=260626800,3,62.907,,6.9142,Leilighet,56.0,realestate,0,1,"62.907,6.9142"
6087,"Fossbakka 44, Vallset",260537547,https://www.finn.no/realestate/homes/ad.html?finnkode=260537547,3,60.66082,STANGE / VALLSET,11.35587,Enebolig,181.0,realestate,0,1,"60.66082,11.35587"
6088,"Anton Tschudis vei 24, Oslo",259183821,https://www.finn.no/realestate/homes/ad.html?finnkode=259183821,7,59.93599,En unik og sjelden mulighet på Risløkka.,10.82345,Enebolig,147.0,realestate,0,1,"59.93599,10.82345"
6089,"Michelets vei 110A, Stabekk",260764613,https://www.finn.no/realestate/homes/ad.html?finnkode=260764613,7,59.9021,Strand,10.5995,Enebolig,145.0,realestate,0,1,"59.9021,10.5995"
6090,"Fagerlia 30, Drammen",233318290,https://www.finn.no/realestate/homes/ad.html?finnkode=233318290,7,59.74446,,10.22672,Leilighet,81.0,realestate,0,1,"59.74446,10.22672"
6091,"Raveien 345E, Sandefjord",260870477,https://www.finn.no/realestate/homes/ad.html?finnkode=260870477,7,59.1633,Hotvedt,10.2072,Enebolig,362.0,realestate,0,1,"59.1633,10.2072"
6092,"Hammerfestgata 1A, Oslo",236560699,https://www.finn.no/realestate/homes/ad.html?finnkode=236560699,7,59.92499,Rodeløkka,10.77415,Leilighet,90.0,realestate,0,1,"59.92499,10.77415"
6093,"Utfrøyveien 1583, Kverva",258335671,https://www.finn.no/realestate/homes/ad.html?finnkode=258335671,7,63.70825,,8.57584,Enebolig,69.0,realestate,0,1,"63.70825,8.57584"
6094,"Østerkleiv 30, Tvedestrand",257884359,https://www.finn.no/realestate/homes/ad.html?finnkode=257884359,7,58.62442,,8.9325,Enebolig,185.0,realestate,0,1,"58.62442,8.9325"
6095,"Rødvenvegen 708, Eidsbygda",257250233,https://www.finn.no/realestate/homes/ad.html?finnkode=257250233,7,62.63777,Rødven,7.48572,Enebolig,133.0,realestate,0,1,"62.63777,7.48572"
6096,"Glacisgata 11, Fredrikstad",255498692,https://www.finn.no/realestate/homes/ad.html?finnkode=255498692,7,59.20688,,10.94677,Leilighet,98.0,realestate,0,1,"59.20688,10.94677"
6098,"Harald Hårfagres gate 12C, Oslo",259722819,https://www.finn.no/realestate/homes/ad.html?finnkode=259722819,6,59.9325,Sentralt på Majorstua / Marienlyst,10.71969,Leilighet,68.0,realestate,0,1,"59.9325,10.71969"
6099,"Karl Johans gate 2, Sarpsborg",260790410,https://www.finn.no/realestate/homes/ad.html?finnkode=260790410,5,59.28497,#SENTRUM,11.11154,Leilighet,114.0,realestate,3,2,"59.28497,11.11154"
6100,"Nordalstunet 1, Klæbu",260569942,https://www.finn.no/realestate/homes/ad.html?finnkode=260569942,5,63.29918,Klæbu sentrum,10.4807,Leilighet,51.0,realestate,3,2,"63.29918,10.4807"
6101,"Colin Archers gate 8I, Larvik",259103227,https://www.finn.no/realestate/homes/ad.html?finnkode=259103227,5,59.04782,,10.0357,Leilighet,87.0,realestate,3,1,"59.04782,10.0357"
6102,"Spinderisletta 10, Solbergelva",258295422,https://www.finn.no/realestate/homes/ad.html?finnkode=258295422,5,59.7658,Solbergelva,10.0799,Leilighet,60.0,realestate,3,2,"59.7658,10.0799"
6103,"Mattias skytters vei 125, Nittedal",257021532,https://www.finn.no/realestate/homes/ad.html?finnkode=257021532,5,60.0474,Mo/Nittedal,10.88,Leilighet,72.0,realestate,3,1,"60.0474,10.88"
6104,"Tømmesdalsvegen 333, Hovin i Gauldal",259798701,https://www.finn.no/realestate/homes/ad.html?finnkode=259798701,2,63.11548,Hovin,10.20856,Enebolig,270.0,realestate,3,1,"63.11548,10.20856"
6105,"Muserudbakken 2, Lommedalen",257027642,https://www.finn.no/realestate/homes/ad.html?finnkode=257027642,2,59.9565,LOMMEDALEN/ SOLSIDEN,10.4931,Enebolig,217.0,realestate,3,1,"59.9565,10.4931"
6106,"Buerstranda 5, Sandefjord",254782431,https://www.finn.no/realestate/homes/ad.html?finnkode=254782431,2,59.0957,,10.2566,Enebolig,868.0,realestate,3,1,"59.0957,10.2566"
6107,"Strandavegen 5, Bremnes",256502017,https://www.finn.no/realestate/homes/ad.html?finnkode=256502017,5,59.7827,Meling,5.1255,Enebolig,160.0,realestate,0,1,"59.7827,5.1255"
6108,"Vetlandsveien 82B, Oslo",254744637,https://www.finn.no/realestate/homes/ad.html?finnkode=254744637,5,59.8961,Oppsal,10.8443,Leilighet,73.0,realestate,0,2,"59.8961,10.8443"
6109,"Durudveien 14E, Haslum",260984378,https://www.finn.no/realestate/homes/ad.html?finnkode=260984378,5,59.91177,HASLUM,10.54627,Leilighet,42.0,realestate,0,2,"59.91177,10.54627"
6110,"Lekeparkvegen 16B, Hamar",260533666,https://www.finn.no/realestate/homes/ad.html?finnkode=260533666,5,60.8138,HAMAR- SMEBY,11.0848,Enebolig,201.0,realestate,0,1,"60.8138,11.0848"
